Date,Open,High,Low,Close,Volume USDT
6/7/20,9666.3,9802,9372.46,9746.99,556919603.8
6/6/20,9621.16,9735,9531.05,9666.3,315604867.2
6/5/20,9789.06,9854.75,9581,9621.16,465200788.2
6/4/20,9666.24,9881.63,9450,9789.06,557234945.7
6/3/20,9518.04,9690,9365.21,9666.24,441928818
6/2/20,10200.77,10228.99,9266,9518.04,1070060237
6/1/20,9448.27,10380,9421.67,10200.77,749707596.7
5/31/20,9697.72,9700,9381.41,9448.27,461272298.9
5/30/20,9427.07,9740,9331.23,9697.72,530598690.1
5/29/20,9575.89,9605.26,9330,9427.07,542758086.6
5/28/20,9204.07,9625.47,9110,9575.89,693930106.2
5/27/20,8841.18,9225,8811.73,9204.07,624660855.8
5/26/20,8900.35,9017.67,8700,8841.18,516455128.9
5/25/20,8720.34,8979.66,8642.72,8900.35,553545285.9
5/24/20,9179.15,9298,8700,8720.34,636787240.4
5/23/20,9170,9307.85,9070,9179.15,400407195.6
5/22/20,9068.65,9271,8933.52,9170,537847834.5
5/21/20,9511.43,9578.47,8815,9068.65,1002046266
5/20/20,9775.53,9842,9326,9511.43,721190802.8
5/19/20,9733.93,9897.21,9474,9775.53,760713946
5/18/20,9680.04,9950,9464.23,9733.93,797622297.3
5/17/20,9381.27,9888,9322.1,9680.04,663088800.8
5/16/20,9316.42,9588,9220,9381.27,560547005
5/15/20,9791.98,9845.62,9150,9316.42,1099721376
5/14/20,9309.37,9939,9256.76,9791.98,1247456798
5/13/20,8810.79,9398,8792.99,9309.37,839725720
5/12/20,8561.52,8978.26,8528.78,8810.79,760195457.1
5/11/20,8722.77,9168,8200,8561.52,1468392821
5/10/20,9539.4,9574.83,8117,8722.77,1594996477
5/9/20,9800.01,9914.25,9520,9539.4,795001351.7
5/8/20,9986.4,10035.96,9705,9800.01,997005843.7
5/7/20,9142.92,10067,9021,9986.4,1409783462
5/6/20,9021.83,9395,8906.21,9142.92,972793508.5
5/5/20,8871.96,9118.58,8760,9021.83,683083018.9
5/4/20,8894.16,8950,8522,8871.96,738343818.7
5/3/20,8972.05,9200,8712,8894.16,808427095.9
5/2/20,8826.96,9010,8753,8972.05,523838859.5
5/1/20,8620,9059.18,8613.56,8826.96,805640126.6
4/30/20,8778.57,9460,8401,8620,1839283907
4/29/20,7738.98,8952.89,7710.05,8778.57,1536390177
4/28/20,7774.62,7780,7659.12,7738.98,357391780.9
4/27/20,7693.1,7792.02,7606,7774.62,504025811.7
4/26/20,7538.67,7700,7480,7693.1,384202783.3
4/25/20,7505,7705,7431.07,7538.67,331292050.8
4/24/20,7482.39,7615.96,7388,7505,452118137.8
4/23/20,7125.14,7738,7020,7482.39,756320213.6
4/22/20,6841.37,7156.38,6818,7125.14,431271646.2
4/21/20,6826.83,6940,6762,6841.37,411800606.1
4/20/20,7120.74,7220,6751,6826.83,629612368.8
4/19/20,7248.6,7266.15,7055.6,7120.74,326485586.9
4/18/20,7027.55,7293.08,7014.4,7248.6,354845083.8
4/17/20,7101.94,7148.12,6972.98,7027.55,382334236.2
4/16/20,6621.24,7190,6468.27,7101.94,865277543.4
4/15/20,6868.7,6933,6605,6621.24,416947490.6
4/14/20,6837.91,6978,6754.28,6868.7,474794776.2
4/13/20,6903.79,6903.79,6575,6837.91,649390681.3
4/12/20,6876.83,7177,6780,6903.79,516235035.2
4/11/20,6858.92,6944.3,6760,6876.83,311699573.5
4/10/20,7283.54,7295.75,6739.98,6858.92,727281590.8
4/9/20,7361.28,7371.92,7108.08,7283.54,444741085.9
4/8/20,7197.32,7420,7150,7361.28,555122600.3
4/7/20,7329.9,7459.69,7077,7197.32,757201786.7
4/6/20,6772.78,7355.14,6765,7329.9,837357664.7
4/5/20,6856.99,6895.54,6677.52,6772.78,337062083
4/4/20,6734.1,6990.41,6650.01,6856.99,484271784.7
4/3/20,6794.09,7048,6602.1,6734.1,710254017.1
4/2/20,6642.92,7198,6551,6794.09,1014494762
4/1/20,6410.44,6679.94,6150.11,6642.92,618527468.8
3/31/20,6394.38,6523.23,6321.4,6410.44,465780496.6
3/30/20,5881.42,6599,5857.76,6394.38,747569726.5
3/29/20,6236.65,6266,5866.56,5881.42,383707122.5
3/28/20,6359.11,6360,6024,6236.65,577986706.1
3/27/20,6737.36,6842.59,6261,6359.11,551326113.9
3/26/20,6677.43,6780,6510,6737.36,552537189.5
3/25/20,6744.72,6957.96,6450,6677.43,880250736.9
3/24/20,6467.31,6833,6371.33,6744.72,1001890515
3/23/20,5816.19,6600,5688,6467.31,1015525672
3/22/20,6186.98,6407.87,5734.01,5816.19,722895653.5
3/21/20,6208.36,6456.98,5860.02,6186.98,794962136.6
3/20/20,6162.37,6900,5670,6208.36,1401734013
3/19/20,5393.04,6400,5252.53,6162.37,1164739708
3/18/20,5312.64,5436.17,5009.37,5393.04,719748122.5
3/17/20,5028.97,5525,4921.45,5312.64,793147908.3
3/16/20,5361.3,5365.42,4442.12,5028.97,1113690309
3/15/20,5172.06,5940,5093.1,5361.3,753755706.4
3/14/20,5578.6,5640.52,5055.13,5172.06,736651880.9
3/13/20,4800,5955,3782.13,5578.6,2063819541
3/12/20,7934.52,7966.17,4410,4800,1628590104
3/11/20,7894.56,7980,7590,7934.52,624465167.4
3/10/20,7929.87,8149,7728.01,7894.56,689700153.5
3/9/20,8033.31,8179.31,7632.01,7929.87,918787729.1
3/8/20,8886.66,8886.76,8000,8033.31,656931544.8
3/7/20,9131.88,9188,8835,8886.66,409983263.8
3/6/20,9054.68,9170,8985.5,9131.88,397598476.4
3/5/20,8750.87,9159.42,8746.54,9054.68,524102029.2
3/4/20,8760.07,8848.29,8660,8750.87,311813642.8
3/3/20,8915.24,8919.65,8651,8760.07,438767223.4
3/2/20,8531.88,8965.75,8498,8915.24,478440593.4
3/1/20,8523.61,8750,8411,8531.88,343204951.5
2/29/20,8692.91,8790,8523.55,8523.61,294303059.7
2/28/20,8823.21,8900,8445,8692.91,553072839.5
2/27/20,8785.25,8971.77,8531,8823.21,569020533.9
2/26/20,9315.84,9377.44,8633.63,8785.25,738703381
2/25/20,9656.13,9675,9250,9315.84,466601727.8
2/24/20,9936.4,9990,9473.56,9656.13,485727423.9
2/23/20,9650.86,9990,9645,9936.4,339649718.7
2/22/20,9677.05,9709.17,9560.02,9650.86,221985357.4
2/21/20,9596.42,9755.51,9550.21,9677.05,371982905
2/20/20,9593.79,9699,9400,9596.42,519348208.8
2/19/20,10164.71,10250,9350,9593.79,488101944.4
2/18/20,9706,10250,9576.01,10164.71,629501237.5
2/17/20,9917.27,9964.16,9452.67,9706,610248386.2
2/16/20,9904.72,10050,9638.12,9917.27,533803667
2/15/20,10344.36,10375,9801,9904.72,386941941.1
2/14/20,10229.63,10381.56,10111.37,10344.36,441284907.1
2/13/20,10326.46,10500,10080,10229.63,721834854
2/12/20,10223.08,10450,10223.08,10326.46,569404621.3
2/11/20,9851.83,10323.59,9700,10223.08,563151083.5
2/10/20,10151.75,10188,9756,9851.83,533579979.9
2/9/20,9895.05,10166,9880.75,10151.75,401252974.2
2/8/20,9813.73,9940,9667.11,9895.05,392070766.8
2/7/20,9772,9885,9730,9813.73,395553053.5
2/6/20,9612.04,9862.57,9526.35,9772,576799852.4
2/5/20,9197.02,9744.45,9177.22,9612.04,560402763.4
2/4/20,9292.24,9350,9093.01,9197.02,450356686.6
2/3/20,9331.51,9618.79,9234,9292.24,432518251
2/2/20,9384.61,9477.03,9120,9331.51,393069356.1
2/1/20,9352.89,9464.53,9281,9384.61,250954187.5
1/31/20,9513.21,9530.22,9210.01,9352.89,390349472.8
1/30/20,9301.53,9578,9204.44,9513.21,520899545.9
1/29/20,9374.21,9449.24,9216,9301.53,458185206.4
1/28/20,8907.57,9400,8862.4,9374.21,609032042.2
1/27/20,8615,9000,8535,8907.57,430022719.1
1/26/20,8340.58,8618.13,8293.66,8615,243966731.8
1/25/20,8439,8451.26,8254.9,8340.58,197715892.4
1/24/20,8404.52,8528.02,8238,8439,318243231.3
1/23/20,8682.36,8691.81,8306.39,8404.52,368015973.5
1/22/20,8736.03,8818,8590,8682.36,231150378.6
1/21/20,8642.35,8789,8488,8736.03,288321139.9
1/20/20,8701.7,8746.99,8521.28,8642.35,309740988.5
1/19/20,8915.96,9198.98,8466,8701.7,556820241.6
1/18/20,8913.28,8988.88,8806.38,8915.96,314671064.9
1/17/20,8720.01,9041.65,8672.44,8913.28,571745481.4
1/16/20,8821.41,8859.81,8586,8720.01,412049423.4
1/15/20,8810.01,8916.48,8564,8821.41,672219490.6
1/14/20,8110.34,8880,8105.54,8810.01,920676991.4
1/13/20,8184.98,8196,8055.89,8110.34,234189183.3
1/12/20,8020.01,8197,7960,8184.98,285515916.7
1/11/20,8197.02,8286.34,8003.16,8020.01,407130953.8
1/10/20,7817.76,8199,7672,8197.02,592502799.3
1/9/20,8055.98,8055.98,7750,7817.76,461938364.9
1/8/20,8145.28,8455,7870,8055.98,824509605.4
1/7/20,7758,8207.68,7723.71,8145.28,649686677.7
1/6/20,7358.75,7795.34,7346.76,7758,375953464.6
1/5/20,7354.11,7495,7318,7358.75,260108976.8
1/4/20,7344.96,7404,7272.21,7354.11,203985069.8
1/3/20,6965.71,7405,6871.04,7344.96,446708892.2
1/2/20,7200.85,7212.5,6924.74,6965.71,203113593.6
1/1/20,7195.23,7255,7175.15,7200.85,114510187
12/31/19,7246,7320,7145.01,7195.23,175254678.7
12/30/19,7388.24,7408.24,7220,7246,201597036.8
12/29/19,7316.14,7528.45,7288,7388.24,214230169.8
12/28/19,7254.74,7365.01,7238.67,7316.14,183325442.7
12/27/19,7202,7275.86,7076.42,7254.74,221540289.1
12/26/19,7204.63,7435,7157.12,7202,240801175.8
12/25/19,7255.77,7271.77,7128.86,7204.63,183604082.8
12/24/19,7317.09,7436.68,7157.04,7255.77,288361632.7
12/23/19,7501.44,7695.38,7265.84,7317.09,457728969.9
12/22/19,7132.75,7518.54,7122.47,7501.44,257466562.3
12/21/19,7187.83,7190.58,7105,7132.75,129946909.3
12/20/19,7150.3,7220,7079.5,7187.83,212871398.4
12/19/19,7277.83,7380,7038.31,7150.3,362421773.7
12/18/19,6623.82,7440,6435,7277.83,585228255.8
12/17/19,6891.72,6942.21,6560,6623.82,331013406.3
12/16/19,7118.59,7150,6836,6891.72,276979882.7
12/15/19,7064.05,7200.3,7008.35,7118.59,173388488.8
12/14/19,7258.48,7271.77,7012,7064.05,194322690
12/13/19,7198.08,7309.05,7190.76,7258.48,185220243.8
12/12/19,7210,7295,7080.3,7198.08,278210361
12/11/19,7224.13,7275.5,7125.66,7210,201092209.9
12/10/19,7338.64,7407.6,7157.1,7224.13,330005517.3
12/9/19,7510.11,7650,7273,7338.64,315932460.7
12/8/19,7488.21,7564,7374.86,7510.11,207276549.7
12/7/19,7527.47,7619.62,7470.16,7488.21,221999827.1
12/6/19,7389,7590.03,7305,7527.47,327777514.6
12/5/19,7194.32,7485,7150,7389,399811623.8
12/4/19,7292.71,7750,7067,7194.32,550966803.5
12/3/19,7294.28,7400,7241.35,7292.71,225746865.3
12/2/19,7390.89,7420.56,7151.1,7294.28,313290088.2
12/1/19,7541.89,7541.89,7210,7390.89,411216078.9
11/30/19,7739.68,7810,7441,7541.89,333265298.1
11/29/19,7419.49,7850,7362.3,7739.68,425900041.9
11/28/19,7508.52,7643,7360,7419.49,396692521
11/27/19,7156.14,7655,6840,7508.52,608828576.2
11/26/19,7109.57,7340,7017.48,7156.14,435622913.5
11/25/19,6903.28,7377.69,6515,7109.57,754412574.3
11/24/19,7311.57,7330.39,6861,6903.28,442318585.4
11/23/19,7268.23,7344.48,7080.01,7311.57,339596066.1
11/22/19,7627.74,7750,6790,7268.23,818575809.3
11/21/19,8098.01,8134.73,7500,7627.74,413133154.8
11/20/19,8133.64,8264.29,8038.4,8098.01,245542079.6
11/19/19,8187.17,8218.63,8003,8133.64,326811716.6
11/18/19,8502.4,8503.52,8060,8187.17,329185066.7
11/17/19,8491.02,8635,8350.68,8502.4,212250256.8
11/16/19,8471.73,8543,8400,8491.02,166423651.5
11/15/19,8646.68,8790,8400,8471.73,361320610.3
11/14/19,8777.12,8800,8582.6,8646.68,268210060.8
11/13/19,8821.94,8844.99,8702,8777.12,220199619.9
11/12/19,8733.27,8888,8567.6,8821.94,323934400.7
11/11/19,9039.47,9072.32,8618.68,8733.27,364270120.4
11/10/19,8809.41,9147.19,8750,9039.47,282028213
11/9/19,8773.73,8880,8724.88,8809.41,242717611.1
11/8/19,9216.2,9261,8696,8773.73,505609298.4
11/7/19,9339.05,9375,9101,9216.2,258787229.6
11/6/19,9308.66,9440.91,9250.01,9339.05,324254783.4
11/5/19,9393.35,9454.95,9175.76,9308.66,395605737.7
11/4/19,9194.71,9513.68,9115.84,9393.35,393950088.1
11/3/19,9289.52,9362.57,9066.14,9194.71,238575220.4
11/2/19,9231.61,9373.74,9186.21,9289.52,249752424.2
11/1/19,9140.85,9279,9030,9231.61,369467414.6
10/31/19,9154.72,9405,8913,9140.85,452162782.3
10/30/19,9407.62,9409.84,9001.01,9154.72,463555705.3
10/29/19,9205.14,9550,9072,9407.62,546851683.1
10/28/19,9529.93,9902.1,9160,9205.14,686169012.5
10/27/19,9230,9794.98,9074.34,9529.93,805559741.5
10/26/19,8655.02,10060.21,8470.38,9230,870703558.5
10/25/19,7412.41,8706.07,7361,8655.02,516465760.5
10/24/19,7466.62,7503.68,7337.99,7412.41,226438628.5
10/23/19,8020,8047.59,7300,7466.62,440228028.5
10/22/19,8197.27,8297.99,8000,8020,263517970.8
10/21/19,8223.35,8333,8142.03,8197.27,230762589.8
10/20/19,7948.01,8297,7870,8223.35,253740748.4
10/19/19,7947.01,8098.1,7866.92,7948.01,196888320.2
10/18/19,8070.58,8115,7816.01,7947.01,226487425.8
10/17/19,7991.74,8124.92,7929.03,8070.58,222282154.6
10/16/19,8159.29,8181.16,7917,7991.74,256827673.5
10/15/19,8348.2,8403,8090,8159.29,250195564.4
10/14/19,8275.01,8388.85,8203,8348.2,229828173.2
10/13/19,8300.09,8451.37,8160,8275.01,213726841.1
10/12/19,8258.5,8400,8250,8300.09,166663251.4
10/11/19,8558.03,8779.51,8212.38,8258.5,385175739.8
10/10/19,8560.74,8644,8414.52,8558.03,308412477.8
10/9/19,8168.39,8670,8115,8560.74,421071103
10/8/19,8190.09,8325,8088.75,8168.39,268701596.4
10/7/19,7854.25,8299.92,7762,8190.09,386089591.7
10/6/19,8126.19,8153.87,7785,7854.25,252282865
10/5/19,8137.13,8183.41,8012.98,8126.19,167001607.9
10/4/19,8223.96,8232.41,8005,8137.13,200851365
10/3/19,8359.94,8393,8060,8223.96,231589725.9
10/2/19,8292.44,8373.91,8151.22,8359.94,201237637.5
10/1/19,8289.34,8500,8173.05,8292.44,335252267.5
9/30/19,8043.82,8337.26,7710,8289.34,411517221.3
9/29/19,8198.81,8229.13,7890,8043.82,235105957.7
9/28/19,8177.91,8315,8001.09,8198.81,261065454.8
9/27/19,8063.73,8265,7852.15,8177.91,324537958.6
9/26/19,8430.05,8465.99,7750,8063.73,499478544.7
9/25/19,8493.14,8730,8215.64,8430.05,466357349.7
9/24/19,9702.25,9794.99,8290.51,8694.23,392194281.6
9/23/19,10028.87,10049.99,9615.77,9702.25,287640571.9
9/22/19,9986.39,10089,9853.97,10028.87,202683535.9
9/21/19,10168.59,10176.7,9900,9986.39,190086138.7
9/20/19,10244.29,10281,10061.39,10168.59,237217066.9
9/19/19,10156.99,10325,9653,10244.29,410110429
9/18/19,10187.82,10258.02,10100,10156.99,230086616.1
9/17/19,10251.31,10275,10128.01,10187.82,217408000
9/16/19,10302.01,10355,10078,10251.31,274873865.1
9/15/19,10335.02,10360,10252.15,10302.01,175594782.6
9/14/19,10342.06,10419.99,10222.33,10335.02,228166802.5
9/13/19,10415.01,10439,10153,10342.06,288910051.2
9/12/19,10158.33,10448.81,10040.1,10415.01,329961214.6
9/11/19,10098.15,10293,9880,10158.33,300337746.1
9/10/19,10303.12,10384.99,9953,10098.15,274796103.9
9/9/19,10381.18,10480,10068.5,10303.12,383906446
9/8/19,10455.88,10592.5,10208,10381.18,231134800.4
9/7/19,10298.73,10558,10288.57,10455.88,272829558.1
9/6/19,10564.49,10905.87,10150,10298.73,569923965.4
9/5/19,10567.02,10900,10450,10564.49,326332027
9/4/19,10615.28,10799,10369.89,10567.02,427677459
9/3/19,10340,10773,10272,10615.28,463005116.3
9/2/19,9724.98,10450,9712.5,10340,415332936.9
9/1/19,9587.47,9830,9520,9724.98,176584928.4
8/31/19,9584.54,9684.51,9420.75,9587.47,155146259.2
8/30/19,9498.44,9696,9350.41,9584.54,239190866.8
8/29/19,9721,9724,9320,9498.44,311851907.6
8/28/19,10185.05,10299,9601.01,9721,385261332.5
8/27/19,10372.25,10391.08,10051.08,10185.05,268512030.4
8/26/19,10142.69,10604,10137.93,10372.25,397764602.8
8/25/19,10134.35,10333,9906.97,10142.69,246592422
8/24/19,10389.55,10419.42,9890,10134.35,260543190.8
8/23/19,10099.88,10445,10019.79,10389.55,263492576.5
8/22/19,10142.57,10242,9762,10099.88,317436428.8
8/21/19,10760.51,10804.13,9858,10142.57,446418934.7
8/20/19,10915.54,10949.96,10560,10760.51,326679449.3
8/19/19,10306.78,10930,10258.6,10915.54,369061080.1
8/18/19,10216.02,10500,10080,10306.78,234692610
8/17/19,10331.54,10465.14,10000,10216.02,275590038
8/16/19,10293.93,10536.03,9750,10331.54,483608042.4
8/15/19,10050.37,10460,9911,10293.93,352588729.3
8/14/19,10892.71,10897.48,9928.1,10050.37,520584896.4
8/13/19,11396.08,11456.16,10788.45,10892.71,340946580.6
8/12/19,11549.97,11577.89,11235.32,11396.08,186502616.1
8/11/19,11309.31,11599.98,11112.11,11549.97,283145958.6
8/10/19,11879.99,11985,11270,11309.31,451950654.3
8/9/19,11999.77,12045.68,11700,11879.99,435691680.2
8/8/19,11975.03,12060,11521,11999.77,563880694.2
8/7/19,11481.69,12141.17,11382.84,11975.03,751757281.2
8/6/19,11828.8,12330.7,11226.7,11481.69,822100144.2
8/5/19,10929.23,11937.52,10927.8,11828.8,694027648.8
8/4/19,10816.86,11040,10552,10929.23,400099182.3
8/3/19,10523.75,10904.77,10497.93,10816.86,338863353.6
8/2/19,10374.99,10670,10281.35,10523.75,413105112.3
8/1/19,10080.53,10467.86,9863.46,10374.99,388729401.5
7/31/19,9574.21,10109.8,9555,10080.53,361864379
7/30/19,9507.64,9714.28,9402,9574.21,293800694.5
7/29/19,9541.54,9729,9395,9507.64,257213872.7
7/28/19,9476.52,9594.99,9165,9541.54,259358247.2
7/27/19,9824,10188.66,9333,9476.52,318024837.5
7/26/19,9879.87,9889.98,9637,9824,192022928.4
7/25/19,9763.28,10175,9720.03,9879.87,350657595.8
7/24/19,9864.91,9937,9525,9763.28,390717391.2
7/23/19,10340.31,10343.97,9822,9864.91,439075342.4
7/22/19,10589.45,10683.16,10100,10340.31,389148527.8
7/21/19,10740.23,10817.9,10288,10589.45,378882277.6
